ft06,GAKK,58,0
ft06,GAKK,55,0
ft06,GAKK,55,0
ft06,GAKK,55,0
ft06,GAKK,57,0
ft06,GAKK,55,0
ft06,GAKK,55,0
ft06,GAKK,58,0
ft06,GAKK,58,0
ft06,GAKK,57,0
ft06,GAKK,55,0
ft06,GAKK,57,0
ft06,GAKK,55,0
ft06,GAKK,55,0
ft06,GAKK,57,0
ft06,GAKK,58,0
ft06,GAKK,58,0
ft06,GAKK,55,0
ft06,GAKK,57,0
ft06,GAKK,55,0
ft06,GASPT,55,0
ft06,GASPT,57,0
ft06,GASPT,57,0
ft06,GASPT,55,0
ft06,GASPT,57,0
ft06,GASPT,55,0
ft06,GASPT,55,0
ft06,GASPT,55,0
ft06,GASPT,55,0
ft06,GASPT,55,0
ft06,GASPT,58,0
ft06,GASPT,55,0
ft06,GASPT,57,0
ft06,GASPT,57,0
ft06,GASPT,55,0
ft06,GASPT,57,0
ft06,GASPT,55,0
ft06,GASPT,57,0
ft06,GASPT,57,0
ft06,GASPT,55,0
ft06,GALPT,55,0
ft06,GALPT,57,0
ft06,GALPT,55,0
ft06,GALPT,59,0
ft06,GALPT,57,0
ft06,GALPT,58,0
ft06,GALPT,57,0
ft06,GALPT,58,0
ft06,GALPT,55,0
ft06,GALPT,58,0
ft06,GALPT,55,0
ft06,GALPT,58,0
ft06,GALPT,58,0
ft06,GALPT,58,0
ft06,GALPT,58,0
ft06,GALPT,57,0
ft06,GALPT,57,0
ft06,GALPT,59,0
ft06,GALPT,55,0
ft06,GALPT,55,0
ft06,GASRPT,55,0
ft06,GASRPT,59,0
ft06,GASRPT,55,0
ft06,GASRPT,55,0
ft06,GASRPT,57,0
ft06,GASRPT,55,0
ft06,GASRPT,55,0
ft06,GASRPT,57,0
ft06,GASRPT,58,0
ft06,GASRPT,57,0
ft06,GASRPT,55,0
ft06,GASRPT,57,0
ft06,GASRPT,55,0
ft06,GASRPT,55,0
ft06,GASRPT,55,0
ft06,GASRPT,57,0
ft06,GASRPT,55,0
ft06,GASRPT,58,0
ft06,GASRPT,58,0
ft06,GASRPT,55,0
ft06,GALRPT,55,0
ft06,GALRPT,58,0
ft06,GALRPT,57,0
ft06,GALRPT,57,0
ft06,GALRPT,57,0
ft06,GALRPT,58,0
ft06,GALRPT,57,0
ft06,GALRPT,57,0
ft06,GALRPT,55,0
ft06,GALRPT,55,0
ft06,GALRPT,59,0
ft06,GALRPT,56,0
ft06,GALRPT,57,0
ft06,GALRPT,58,0
ft06,GALRPT,55,0
ft06,GALRPT,55,0
ft06,GALRPT,58,0
ft06,GALRPT,58,0
ft06,GALRPT,57,0
ft06,GALRPT,55,0
ft06,GAMIX,55,0
ft06,GAMIX,55,0
ft06,GAMIX,55,0
ft06,GAMIX,57,0
ft06,GAMIX,55,0
ft06,GAMIX,55,0
ft06,GAMIX,55,0
ft06,GAMIX,57,0
ft06,GAMIX,55,0
ft06,GAMIX,55,0
ft06,GAMIX,55,0
ft06,GAMIX,57,0
ft06,GAMIX,55,0
ft06,GAMIX,55,0
ft06,GAMIX,55,0
ft06,GAMIX,55,0
ft06,GAMIX,55,0
ft06,GAMIX,57,0
ft06,GAMIX,58,0
ft06,GAMIX,55,0
ft06,GA,55,0
ft06,GA,57,0
ft06,GA,59,0
ft06,GA,55,0
ft06,GA,55,0
ft06,GA,58,0
ft06,GA,55,0
ft06,GA,55,0
ft06,GA,58,0
ft06,GA,55,0
ft06,GA,57,0
ft06,GA,58,0
ft06,GA,55,0
ft06,GA,55,0
ft06,GA,58,0
ft06,GA,55,0
ft06,GA,58,0
ft06,GA,58,0
ft06,GA,55,0
ft06,GA,57,0
ft06,TS,57,0
ft06,TS,55,0
ft06,TS,56,0
ft06,TS,55,0
ft06,TS,55,0
ft06,TS,59,0
ft06,TS,58,0
ft06,TS,60,0
ft06,TS,59,0
ft06,TS,57,0
ft06,TS,59,0
ft06,TS,58,0
ft06,TS,58,0
ft06,TS,55,0
ft06,TS,59,0
ft06,TS,59,0
ft06,TS,59,0
ft06,TS,58,0
ft06,TS,55,0
ft06,TS,58,0
ft10,GAKK,1007,0
ft10,GAKK,1104,0
ft10,GAKK,1075,0
ft10,GAKK,1138,0
ft10,GAKK,1108,0
ft10,GAKK,1079,0
ft10,GAKK,1116,0
ft10,GAKK,1085,0
ft10,GAKK,1148,0
ft10,GAKK,1148,0
ft10,GAKK,1050,0
ft10,GAKK,1075,0
ft10,GAKK,1129,0
ft10,GAKK,1100,0
ft10,GAKK,1071,0
ft10,GAKK,1151,0
ft10,GAKK,1139,0
ft10,GAKK,1073,0
ft10,GAKK,1092,0
ft10,GAKK,1155,0
ft10,GASPT,1118,0
ft10,GASPT,1064,0
ft10,GASPT,1118,0
ft10,GASPT,1103,0
ft10,GASPT,1161,0
ft10,GASPT,1168,0
ft10,GASPT,1127,0
ft10,GASPT,1147,0
ft10,GASPT,1082,0
ft10,GASPT,1111,0
ft10,GASPT,1075,0
ft10,GASPT,1067,0
ft10,GASPT,1043,0
ft10,GASPT,1130,0
ft10,GASPT,1090,0
ft10,GASPT,1126,0
ft10,GASPT,1067,0
ft10,GASPT,1134,0
ft10,GASPT,1116,0
ft10,GASPT,1153,0
ft10,GALPT,1103,0
ft10,GALPT,1140,0
ft10,GALPT,1075,0
ft10,GALPT,1115,0
ft10,GALPT,1125,0
ft10,GALPT,1129,0
ft10,GALPT,1120,0
ft10,GALPT,1131,0
ft10,GALPT,1129,0
ft10,GALPT,1143,0
ft10,GALPT,1087,0
ft10,GALPT,1058,0
ft10,GALPT,1065,0
ft10,GALPT,1114,0
ft10,GALPT,1051,0
ft10,GALPT,1139,0
ft10,GALPT,1142,0
ft10,GALPT,1097,0
ft10,GALPT,1083,0
ft10,GALPT,1088,0
ft10,GASRPT,1156,0
ft10,GASRPT,1103,0
ft10,GASRPT,1075,0
ft10,GASRPT,1057,0
ft10,GASRPT,1111,0
ft10,GASRPT,1037,0
ft10,GASRPT,1175,0
ft10,GASRPT,1162,0
ft10,GASRPT,1099,0
ft10,GASRPT,1094,0
ft10,GASRPT,1146,0
ft10,GASRPT,1097,0
ft10,GASRPT,1144,0
ft10,GASRPT,1118,0
ft10,GASRPT,1122,0
ft10,GASRPT,1121,0
ft10,GASRPT,1144,0
ft10,GASRPT,1122,0
ft10,GASRPT,1169,0
ft10,GASRPT,1133,0
ft10,GALRPT,1143,0
ft10,GALRPT,1174,0
ft10,GALRPT,1091,0
ft10,GALRPT,1083,0
ft10,GALRPT,1064,0
ft10,GALRPT,1130,0
ft10,GALRPT,1122,0
ft10,GALRPT,1080,0
ft10,GALRPT,1071,0
ft10,GALRPT,1146,0
ft10,GALRPT,1066,0
ft10,GALRPT,1060,0
ft10,GALRPT,1074,0
ft10,GALRPT,1077,0
ft10,GALRPT,1077,0
ft10,GALRPT,1084,0
ft10,GALRPT,1095,0
ft10,GALRPT,1154,0
ft10,GALRPT,1165,0
ft10,GALRPT,1180,0
ft10,GAMIX,1127,0
ft10,GAMIX,1190,0
ft10,GAMIX,1077,0
ft10,GAMIX,1102,0
ft10,GAMIX,1134,0
ft10,GAMIX,1121,0
ft10,GAMIX,1095,0
ft10,GAMIX,1123,0
ft10,GAMIX,1148,0
ft10,GAMIX,1124,0
ft10,GAMIX,1080,0
ft10,GAMIX,1075,0
ft10,GAMIX,1114,0
ft10,GAMIX,1034,0
ft10,GAMIX,1170,0
ft10,GAMIX,1094,0
ft10,GAMIX,1119,0
ft10,GAMIX,1106,0
ft10,GAMIX,1135,0
ft10,GAMIX,1171,0
ft10,GA,1128,0
ft10,GA,1102,0
ft10,GA,1168,0
ft10,GA,1065,0
ft10,GA,1115,0
ft10,GA,1112,0
ft10,GA,1060,0
ft10,GA,1080,0
ft10,GA,1118,0
ft10,GA,1198,0
ft10,GA,1048,0
ft10,GA,1070,0
ft10,GA,1105,0
ft10,GA,1159,0
ft10,GA,1104,0
ft10,GA,1074,0
ft10,GA,1120,0
ft10,GA,1060,0
ft10,GA,1090,0
ft10,GA,1145,0
ft10,TS,1082,0
ft10,TS,1165,0
ft10,TS,1107,0
ft10,TS,1120,0
ft10,TS,1089,0
ft10,TS,1074,0
ft10,TS,1098,0
ft10,TS,1077,0
ft10,TS,1112,0
ft10,TS,1115,0
ft10,TS,1151,0
ft10,TS,1117,0
ft10,TS,1147,0
ft10,TS,1063,0
ft10,TS,1098,0
ft10,TS,1193,0
ft10,TS,1139,0
ft10,TS,1125,0
ft10,TS,1116,0
ft10,TS,1073,0
ft20,GAKK,1396,0
ft20,GAKK,1355,0
ft20,GAKK,1455,0
ft20,GAKK,1374,0
ft20,GAKK,1407,0
ft20,GAKK,1393,0
ft20,GAKK,1297,0
ft20,GAKK,1326,0
ft20,GAKK,1372,0
ft20,GAKK,1336,0
ft20,GAKK,1396,0
ft20,GAKK,1315,0
ft20,GAKK,1377,0
ft20,GAKK,1360,0
ft20,GAKK,1297,0
ft20,GAKK,1346,0
ft20,GAKK,1327,0
ft20,GAKK,1379,0
ft20,GAKK,1416,0
ft20,GAKK,1364,0
ft20,GASPT,1354,0
ft20,GASPT,1409,0
ft20,GASPT,1389,0
ft20,GASPT,1432,0
ft20,GASPT,1393,0
ft20,GASPT,1418,0
ft20,GASPT,1382,0
ft20,GASPT,1318,0
ft20,GASPT,1429,0
ft20,GASPT,1315,0
ft20,GASPT,1396,0
ft20,GASPT,1315,0
ft20,GASPT,1381,0
ft20,GASPT,1368,0
ft20,GASPT,1356,0
ft20,GASPT,1379,0
ft20,GASPT,1404,0
ft20,GASPT,1376,0
ft20,GASPT,1404,0
ft20,GASPT,1341,0
ft20,GALPT,1338,0
ft20,GALPT,1353,0
ft20,GALPT,1378,0
ft20,GALPT,1356,0
ft20,GALPT,1357,0
ft20,GALPT,1438,0
ft20,GALPT,1387,0
ft20,GALPT,1397,0
ft20,GALPT,1395,0
ft20,GALPT,1394,0
ft20,GALPT,1422,0
ft20,GALPT,1338,0
ft20,GALPT,1390,0
ft20,GALPT,1257,0
ft20,GALPT,1343,0
ft20,GALPT,1382,0
ft20,GALPT,1365,0
ft20,GALPT,1355,0
ft20,GALPT,1390,0
ft20,GALPT,1387,0
ft20,GASRPT,1351,0
ft20,GASRPT,1391,0
ft20,GASRPT,1347,0
ft20,GASRPT,1324,0
ft20,GASRPT,1382,0
ft20,GASRPT,1392,0
ft20,GASRPT,1381,0
ft20,GASRPT,1365,0
ft20,GASRPT,1319,0
ft20,GASRPT,1419,0
ft20,GASRPT,1322,0
ft20,GASRPT,1470,0
ft20,GASRPT,1369,0
ft20,GASRPT,1420,0
ft20,GASRPT,1433,0
ft20,GASRPT,1302,0
ft20,GASRPT,1377,0
ft20,GASRPT,1427,0
ft20,GASRPT,1377,0
ft20,GASRPT,1366,0
ft20,GALRPT,1419,0
ft20,GALRPT,1358,0
ft20,GALRPT,1328,0
ft20,GALRPT,1362,0
ft20,GALRPT,1345,0
ft20,GALRPT,1322,0
ft20,GALRPT,1390,0
ft20,GALRPT,1402,0
ft20,GALRPT,1399,0
ft20,GALRPT,1388,0
ft20,GALRPT,1365,0
ft20,GALRPT,1292,0
ft20,GALRPT,1364,0
ft20,GALRPT,1389,0
ft20,GALRPT,1363,0
ft20,GALRPT,1359,0
ft20,GALRPT,1444,0
ft20,GALRPT,1289,0
ft20,GALRPT,1447,0
ft20,GALRPT,1406,0
ft20,GAMIX,1338,0
ft20,GAMIX,1402,0
ft20,GAMIX,1365,0
ft20,GAMIX,1386,0
ft20,GAMIX,1454,0
ft20,GAMIX,1359,0
ft20,GAMIX,1417,0
ft20,GAMIX,1341,0
ft20,GAMIX,1415,0
ft20,GAMIX,1370,0
ft20,GAMIX,1351,0
ft20,GAMIX,1441,0
ft20,GAMIX,1375,0
ft20,GAMIX,1383,0
ft20,GAMIX,1359,0
ft20,GAMIX,1354,0
ft20,GAMIX,1416,0
ft20,GAMIX,1382,0
ft20,GAMIX,1373,0
ft20,GAMIX,1403,0
ft20,GA,1341,0
ft20,GA,1242,0
ft20,GA,1399,0
ft20,GA,1364,0
ft20,GA,1403,0
ft20,GA,1405,0
ft20,GA,1381,0
ft20,GA,1476,0
ft20,GA,1388,0
ft20,GA,1398,0
ft20,GA,1340,0
ft20,GA,1383,0
ft20,GA,1374,0
ft20,GA,1413,0
ft20,GA,1409,0
ft20,GA,1358,0
ft20,GA,1416,0
ft20,GA,1340,0
ft20,GA,1347,0
ft20,GA,1333,0
ft20,TS,1396,0
ft20,TS,1446,0
ft20,TS,1418,0
ft20,TS,1429,0
ft20,TS,1502,0
ft20,TS,1395,0
ft20,TS,1440,0
ft20,TS,1353,0
ft20,TS,1386,0
ft20,TS,1405,0
ft20,TS,1376,0
ft20,TS,1391,0
ft20,TS,1473,0
ft20,TS,1479,0
ft20,TS,1480,0
ft20,TS,1447,0
ft20,TS,1416,0
ft20,TS,1407,0
ft20,TS,1386,0
ft20,TS,1397,0
la01,GAKK,678,0
la01,GAKK,666,0
la01,GAKK,668,0
la01,GAKK,678,0
la01,GAKK,666,0
la01,GAKK,712,0
la01,GAKK,678,0
la01,GAKK,666,0
la01,GAKK,666,0
la01,GAKK,666,0
la01,GAKK,716,0
la01,GAKK,666,0
la01,GAKK,682,0
la01,GAKK,666,0
la01,GAKK,666,0
la01,GAKK,666,0
la01,GAKK,666,0
la01,GAKK,666,0
la01,GAKK,666,0
la01,GAKK,678,0
la01,GASPT,689,0
la01,GASPT,678,0
la01,GASPT,666,0
la01,GASPT,670,0
la01,GASPT,666,0
la01,GASPT,695,0
la01,GASPT,678,0
la01,GASPT,667,0
la01,GASPT,695,0
la01,GASPT,695,0
la01,GASPT,678,0
la01,GASPT,666,0
la01,GASPT,711,0
la01,GASPT,666,0
la01,GASPT,666,0
la01,GASPT,680,0
la01,GASPT,666,0
la01,GASPT,666,0
la01,GASPT,695,0
la01,GASPT,666,0
la01,GALPT,692,0
la01,GALPT,686,0
la01,GALPT,666,0
la01,GALPT,666,0
la01,GALPT,675,0
la01,GALPT,669,0
la01,GALPT,692,0
la01,GALPT,666,0
la01,GALPT,720,0
la01,GALPT,666,0
la01,GALPT,666,0
la01,GALPT,708,0
la01,GALPT,689,0
la01,GALPT,666,0
la01,GALPT,677,0
la01,GALPT,666,0
la01,GALPT,666,0
la01,GALPT,666,0
la01,GALPT,666,0
la01,GALPT,688,0
la01,GASRPT,710,0
la01,GASRPT,666,0
la01,GASRPT,666,0
la01,GASRPT,666,0
la01,GASRPT,666,0
la01,GASRPT,666,0
la01,GASRPT,666,0
la01,GASRPT,666,0
la01,GASRPT,666,0
la01,GASRPT,681,0
la01,GASRPT,690,0
la01,GASRPT,678,0
la01,GASRPT,666,0
la01,GASRPT,683,0
